time,open,high,low,close
2025-10-20T04:45:00-04:00,46486,46494,46457,46475
2025-10-20T05:00:00-04:00,46473,46490,46456,46483
2025-10-20T05:15:00-04:00,46485,46511,46478,46502
2025-10-20T05:30:00-04:00,46495,46497,46473,46479
2025-10-20T05:45:00-04:00,46478,46490,46465,46486
2025-10-20T06:00:00-04:00,46485,46494,46458,46466
2025-10-20T06:15:00-04:00,46466,46479,46465,46477
2025-10-20T06:30:00-04:00,46476,46501,46470,46471
2025-10-20T06:45:00-04:00,46470,46473,46425,46430
2025-10-20T07:00:00-04:00,46428,46452,46415,46447
2025-10-20T07:15:00-04:00,46446,46467,46444,46458
2025-10-20T07:30:00-04:00,46457,46457,46437,46445
2025-10-20T07:45:00-04:00,46445,46486,46445,46486
2025-10-20T08:00:00-04:00,46484,46486,46457,46470
2025-10-20T08:15:00-04:00,46470,46481,46459,46471
2025-10-20T08:30:00-04:00,46471,46501,46471,46500
2025-10-20T08:45:00-04:00,46501,46548,46501,46547
2025-10-20T09:00:00-04:00,46546,46568,46544,46554
2025-10-20T09:15:00-04:00,46556,46579,46523,46554
2025-10-20T09:30:00-04:00,46553,46654,46545,46623
2025-10-20T09:45:00-04:00,46623,46687,46557,46570
2025-10-20T10:00:00-04:00,46573,46682,46568,46674
2025-10-20T10:15:00-04:00,46672,46716,46629,46710
2025-10-20T10:30:00-04:00,46709,46800,46689,46797
2025-10-20T10:45:00-04:00,46797,46836,46793,46814
2025-10-20T11:00:00-04:00,46815,46819,46728,46739
2025-10-20T11:15:00-04:00,46738,46789,46734,46769
2025-10-20T11:30:00-04:00,46769,46779,46741,46761
2025-10-20T11:45:00-04:00,46763,46793,46712,46737
2025-10-20T12:00:00-04:00,46739,46780,46730,46761
2025-10-20T12:15:00-04:00,46760,46812,46751,46806
2025-10-20T12:30:00-04:00,46803,46832,46780,46812
2025-10-20T12:45:00-04:00,46815,46841,46805,46836
2025-10-20T13:00:00-04:00,46835,46884,46834,46877
2025-10-20T13:15:00-04:00,46875,46895,46864,46867
2025-10-20T13:30:00-04:00,46868,46938,46865,46920
2025-10-20T13:45:00-04:00,46921,46927,46897,46917
2025-10-20T14:00:00-04:00,46917,46957,46915,46948
2025-10-20T14:15:00-04:00,46949,46951,46920,46932
2025-10-20T14:30:00-04:00,46932,46939,46905,46908
2025-10-20T14:45:00-04:00,46908,46928,46884,46921
2025-10-20T15:00:00-04:00,46922,46957,46919,46936
2025-10-20T15:15:00-04:00,46935,46941,46894,46933
2025-10-20T15:30:00-04:00,46934,46943,46921,46930
2025-10-20T15:45:00-04:00,46929,46962,46898,46908
2025-10-20T16:00:00-04:00,46908,46937,46887,46937
2025-10-20T16:15:00-04:00,46936,46944,46933,46943
2025-10-20T16:30:00-04:00,46942,46950,46942,46950
2025-10-20T16:45:00-04:00,46949,46960,46947,46955
2025-10-20T18:00:00-04:00,46951,46965,46934,46938
2025-10-20T18:15:00-04:00,46938,46962,46937,46948
2025-10-20T18:30:00-04:00,46950,46952,46936,46944
2025-10-20T18:45:00-04:00,46944,46948,46935,46936
